taxonomyId	sequenceId	superkingdomId	phylumId	classId	orderId	familyId	genusId	speciesId	taxonomyName	superkingdomName	phylumName	className	orderName	familyName	genusName	speciesName
1	925	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	926	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	927	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	928	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	929	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	930	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	931	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	932	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	933	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	934	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	935	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	936	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	937	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	938	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	939	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	940	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	941	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	942	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	943	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	944	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	945	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	946	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	947	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	948	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	949	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	950	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	951	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	952	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	953	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	954	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	955	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	956	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	957	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	958	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	959	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	960	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	961	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	962	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	963	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	964	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	965	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	966	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	967	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	968	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	969	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	970	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	971	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	972	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	973	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	974	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	975	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	976	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	977	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	978	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	979	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	980	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	981	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	982	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	983	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	984	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	985	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	986	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	987	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	988	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	989	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	990	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	991	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	992	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	993	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	994	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	995	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	996	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	997	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	998	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	999	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
1	1000	NA	NA	NA	NA	NA	NA	NA	root	NA	NA	NA	NA	NA	NA	NA
2	318	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	643	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	664	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	7	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	280	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	429	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	10	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	24	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	735	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	335	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	6	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	513	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	343	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	737	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	800	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	184	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	856	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	369	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	106	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	582	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	835	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	508	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	151	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	43	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	719	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	300	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	703	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	391	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	740	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	464	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	553	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	702	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	832	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
2	752	2	NA	NA	NA	NA	NA	NA	Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
815	47	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	801	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	277	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	868	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	238	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	414	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	110	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	596	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	199	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	673	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	650	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	667	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	612	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	304	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	310	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	569	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	502	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	554	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	135	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
815	376	2	976	200643	171549	815	NA	NA	Bacteroidaceae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
816	1	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	324	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	271	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	743	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	784	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	475	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	692	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	855	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	251	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	50	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	669	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	186	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	26	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	793	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	297	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	122	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	674	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	823	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	224	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	423	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	626	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	506	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	645	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	684	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	239	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	563	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	532	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	573	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	572	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
816	481	2	976	200643	171549	815	816	NA	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
817	630	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	104	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	631	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	871	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	788	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	828	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	347	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	267	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	494	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	763	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	521	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	345	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	519	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	545	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	209	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	265	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	296	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	292	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	316	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	535	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	74	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	599	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	766	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	111	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	841	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	169	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	597	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	477	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	150	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	405	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	368	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
817	875	2	976	200643	171549	815	816	817	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
976	99	2	976	NA	NA	NA	NA	NA	Bacteroidetes	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
976	706	2	976	NA	NA	NA	NA	NA	Bacteroidetes	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
976	811	2	976	NA	NA	NA	NA	NA	Bacteroidetes	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
976	52	2	976	NA	NA	NA	NA	NA	Bacteroidetes	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
976	377	2	976	NA	NA	NA	NA	NA	Bacteroidetes	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
